,attendant,ROI,DTW,PCC,CCC,RMSE,MAE
610,30.0,right malar,2.1059580497475086,0.34334672265297467,0.3256181031346294,2.87722277991308,10.010950566520808
611,30.0,left lower cheek,2.3904521454576924,0.21632062440390007,0.1972784169627649,4.855511187430137,24.99624931255957
612,30.0,right lower cheek,2.29329542885695,0.22356593629662358,0.1989520098518157,4.660018756688747,24.255705048968974
613,30.0,chin,2.5766860488044014,0.138666359277924,0.11917695579469911,5.536548110266411,32.226873504789175
614,30.0,left marionette fold,2.443076711566829,0.13849872649584077,0.11458859221342461,6.311780494598586,41.32721490736036
615,30.0,right marionette fold,2.423494534957412,0.06901678527008705,0.059607145134590214,5.666117327128974,33.13715633380066
616,31.0,lower medial forehead,1.6560091070322318,0.36240882003220926,0.35434145361799263,1.499533521320192,2.5314049387147803
617,31.0,left lower lateral forehead,1.674023522715292,0.36104065216159753,0.3509156815429905,1.470435835988074,2.507629120887242
618,31.0,right lower lateral forehead,1.7213538347213568,0.3512101331808797,0.34557203274273424,1.5042665374706075,2.5463012185335097
619,31.0,glabella,1.6757816971720154,0.3825349426843751,0.3759560224965289,1.5030021335741355,2.5577546790581804
620,31.0,upper nasal dorsum,1.7430324733203413,0.33850070924287173,0.3228733976864776,1.5980571965666086,2.765074227351721
621,31.0,lower nasal dorsum,1.9236958933243948,0.2414812478744954,0.22421254395251847,2.204001637737805,5.87117468035499
622,31.0,soft triangle,1.9615998795340848,0.28504316247740596,0.261153717587605,1.642977953653483,3.023868114783594
623,31.0,left ala,2.223684390781359,0.1877362834893437,0.16397739964227234,3.9827847244884045,16.522409219959588
624,31.0,right ala,2.17726107662932,0.1444827442803956,0.13501229825659658,5.106277102233535,26.747209324336108
625,31.0,nasal tip,2.005792616564517,0.22910242786290141,0.21835576220168446,2.147832017203612,5.648458418264099
626,31.0,left lower nasal sidewall,1.95212458020931,0.23298328939854618,0.21184856696601617,2.854014694370124,10.799633930008765
627,31.0,right lower nasal sidewall,1.9693845041498075,0.279748308928346,0.2604555049153314,1.8317434764789648,3.766678750491876
628,31.0,left mid nasal sidewall,2.0643590437611707,0.24129237250507332,0.22084986437836965,3.343403052323133,13.177452899422946
629,31.0,right mid nasal sidewall,1.961866619047093,0.2261967453004092,0.2172453141283548,2.48028607581835,8.337780548668297
630,31.0,philtrum,2.03661094490028,0.1942714777927623,0.17015902952964673,2.2952323358188265,5.83321700182521
631,31.0,left upper lip,2.1574368044981873,0.18417804751658867,0.16816350190461243,3.7813322452027758,16.47389895302264
632,31.0,right upper lip,2.1293799891587395,0.25060928726805287,0.22509108904886505,3.075953456376301,10.472743438107544
633,31.0,left nasolabial fold,2.1877094634571743,0.27439996358087043,0.2510912301389118,2.176082139638743,6.950867393594144
634,31.0,right nasolabial fold,2.0749792492552066,0.30246967347490283,0.28485270329133455,1.7851506183584829,3.8725977497000343
635,31.0,left temporal,2.5063070950152935,0.21342483065695964,0.16856538353433045,5.081080925704251,27.340391981327162
636,31.0,right temporal,2.2746991205999643,0.3121197037623435,0.2753090467786915,1.6274340992614653,3.0167484331890217
637,31.0,left malar,1.8430714672944843,0.3494689703696509,0.3398714406222689,1.5085190546053884,2.5529133555874144
638,31.0,right malar,1.6843481676505456,0.36549915730602445,0.35834785143493103,1.5498789840987228,2.6655709147431854
639,31.0,left lower cheek,2.2311800771130685,0.25305614258854325,0.21208810429031086,1.7220372036015716,3.448034452315368
640,31.0,right lower cheek,1.9786043846744275,0.3607341522387724,0.34120559263263034,1.54816302143982,2.668036182360256
641,31.0,chin,2.002736874483554,0.3066353664522335,0.28650045957355924,1.6949532281609783,3.178843004653525
642,31.0,left marionette fold,2.1576837432951232,0.29486401631550463,0.2703997443821137,2.2336264452446373,5.619963759131685
643,31.0,right marionette fold,1.9702672100209502,0.343911151999564,0.32311129741802097,1.9314083592996434,4.426709572400146
644,32.0,lower medial forehead,2.1927381474146945,0.3544161745918707,0.33012761974558197,2.574609294107405,9.290005492701045
645,32.0,left lower lateral forehead,2.768169873607234,0.25805518632169316,0.2228109326644627,3.0377136833733998,12.220945588115159
646,32.0,right lower lateral forehead,2.4513888859082806,0.2715265898076216,0.24698269500934536,2.8690795628787025,10.756405051432129
647,32.0,glabella,2.371628086909566,0.34418431896718593,0.3055703870790043,2.558386825936921,9.039420715960864
648,32.0,upper nasal dorsum,2.640990374278849,0.22712509800473044,0.19327654902589186,2.719303578913402,9.594415717172918
649,32.0,lower nasal dorsum,2.5126727688426245,0.16939938713314479,0.14867452307323256,4.48887557882301,23.444701504895733
650,32.0,soft triangle,2.686192230308921,0.12678405558269262,0.11169934801564141,5.389234043945737,30.326073834691904
651,32.0,left ala,2.5999136391117754,0.127800986769029,0.10720192899117535,5.5963485366101064,32.28757398546506
652,32.0,right ala,2.5305775782006563,0.17478028407888346,0.15414398655639597,5.180272330886994,29.343475314694803
653,32.0,nasal tip,2.6760492419542743,0.10208970288128441,0.08706735406865405,5.794666151513586,34.00852150815668
654,32.0,left lower nasal sidewall,2.741027811927597,0.17756133495285858,0.15388763922191925,5.585359291959605,32.830971449932626
655,32.0,right lower nasal sidewall,2.6615142663513667,0.10630345411718163,0.09008127188619194,4.387663004883018,19.543128396221796
656,32.0,left mid nasal sidewall,2.6610856408515873,0.1626654577277631,0.14130586430911235,5.329999627114147,30.13740099928876
657,32.0,right mid nasal sidewall,2.7703338959704764,0.15964897171548867,0.13096245859275082,4.888377942600038,25.16184856937843
658,32.0,philtrum,2.625672034514629,0.1597827597241734,0.13923012441690524,5.98013269358085,36.739861397572774
659,32.0,left upper lip,2.4715593120888655,0.1032328736342012,0.09432651227090526,5.820737883804335,34.47436279787515
660,32.0,right upper lip,2.4644589593511372,0.08301984737938935,0.0774763040541679,5.659891238706991,33.02890441945371
661,32.0,left nasolabial fold,2.8351218974264114,0.1633943245404254,0.12559739696029965,4.414547836810462,21.316261708160486
662,32.0,right nasolabial fold,2.645960602279918,0.23366146770118354,0.19796869087132768,4.75429672556166,23.86460515903847
663,32.0,left temporal,2.4911324787183764,0.11252371704711463,0.09153602224424835,6.51211815589381,43.101699721083605
664,32.0,right temporal,2.714689546602084,0.24759601476471033,0.217690981729379,3.9633854646649955,17.307363149114614
665,32.0,left malar,2.305444749146653,0.5073274147038124,0.460965271438872,2.3692756399132753,7.320106648180777
666,32.0,right malar,2.3822799288294445,0.4439334891386172,0.4019555439259775,2.51522137303932,8.673832571219329
667,32.0,left lower cheek,2.6055897263073855,0.3585523148389118,0.30685383853285264,3.7379521204630195,16.399146575998138
668,32.0,right lower cheek,2.574370386765532,0.26569105280781036,0.23602027517057442,3.0178375956065473,11.377315148941857
669,32.0,chin,2.72516629821007,0.18257019622365792,0.15620626414313263,5.371359874182245,29.80866333734888
670,32.0,left marionette fold,2.6018360655495743,0.11086984962260103,0.09370279948204499,5.683836707521555,33.8282675831055
671,32.0,right marionette fold,2.6840741517672906,0.08366297456772165,0.06789859510693771,6.264099278865021,40.126221132727416
672,33.0,lower medial forehead,1.899149527893077,0.39562633175997003,0.3781128688010785,1.9755413472009085,4.125458514500122
673,33.0,left lower lateral forehead,1.8801006278068064,0.3916048041600503,0.3730266639893123,1.9549333196230667,4.047110863033741
674,33.0,right lower lateral forehead,1.9943770339322204,0.3832705365660976,0.35612750225024836,1.9570727259212115,4.067256001778575
